ID,Gender,Age,Member Since,Income,# of Orders,,,,,,,,
605, M,48,20170816,56000,6,,,,,,,,
606, M,37,20171219,36000,31,,,,,,,,
607, F,67,20150929,67000,11,,,,,,,,
608, M,48,20150719,65000,14,,,,,,,,
609, M,69,20150920,38000,19,,,,,,,,
610, M,66,20171219,32000,4,,,,,,,,
611, M,38,20170912,56000,17,,,,,,,,
612, F,59,20170816,90000,40,,,,,,,,
613, M,43,20180410,65000,13,,,,,,,,
614, M,43,20140128,41000,4,,,,,,,,
615, F,68,20170421,108000,5,,,,,,,,
616, M,60,20180424,45000,29,,,,,,,,
617, M,53,20150925,39000,11,,,,,,,,
618, M,34,20180216,50000,28,,,,,,,,
619, M,77,20180322,64000,5,,,,,,,,
620, F,88,20170511,73000,6,,,,,,,,
621, F,62,20180625,88000,5,,,,,,,,
622, M,63,20140731,86000,6,,,,,,,,
623, M,70,20171112,99000,12,,,,,,,,
624, M,38,20180403,33000,7,,,,,,,,
625, F,44,20180217,39000,4,,,,,,,,
626, F,40,20180306,50000,95,,,,,,,,
627, M,51,20180328,99000,4,,,,,,,,
628, F,72,20130814,60000,4,,,,,,,,
629, M,22,20170904,45000,8,,,,,,,,
630, M,72,20170819,49000,42,,,,,,,,
631, M,70,20170903,37000,8,,,,,,,,
632, M,23,20140719,65000,6,,,,,,,,
633, M,38,20180718,75000,5,,,,,,,,
634, F,71,20151017,67000,12,,,,,,,,
635, M,50,20130927,51000,24,,,,,,,,
636, M,72,20141204,35000,22,,,,,,,,
637, M,43,20180327,31000,18,,,,,,,,
638, M,63,20160510,70000,21,,,,,,,,
639, M,73,20180610,46000,4,,,,,,,,
640, M,53,20151227,57000,4,,,,,,,,
641, F,37,20180507,57000,30,,,,,,,,
642, M,45,20141029,44000,7,,,,,,,,
643, M,59,20180702,61000,10,,,,,,,,
644, M,74,20160924,51000,4,,,,,,,,
645, M,18,20161031,36000,40,,,,,,,,
646, F,94,20161130,84000,57,,,,,,,,
647, M,38,20160207,33000,10,,,,,,,,
648, F,67,20160912,50000,5,,,,,,,,
649, F,46,20151229,36000,46,,,,,,,,
650, M,82,20171220,41000,10,,,,,,,,
651, M,37,20180705,36000,15,,,,,,,,
652, F,65,20180604,71000,96,,,,,,,,
653, F,66,20170815,34000,26,,,,,,,,
654, F,65,20161009,57000,9,,,,,,,,
655, F,54,20160613,52000,79,,,,,,,,
656, M,63,20171219,113000,4,,,,,,,,
657, F,50,20180325,110000,31,,,,,,,,
658, M,64,20170921,81000,33,,,,,,,,
659, M,66,20171014,50000,4,,,,,,,,
660, F,76,20161209,62000,10,,,,,,,,
661, F,56,20170104,82000,10,,,,,,,,
662, M,49,20170512,75000,13,,,,,,,,
663, F,29,20151023,53000,5,,,,,,,,
664, F,51,20160517,56000,8,,,,,,,,
665, M,69,20180614,68000,22,,,,,,,,
666, M,48,20130815,52000,4,,,,,,,,
667, M,25,20151027,68000,76,,,,,,,,
668, M,82,20151014,78000,15,,,,,,,,
669, F,57,20160921,70000,29,,,,,,,,
670, M,50,20171224,70000,6,,,,,,,,
671, F,74,20180725,72000,9,,,,,,,,
672, F,49,20180604,59000,19,,,,,,,,
673, M,80,20170503,88000,7,,,,,,,,
674, F,62,20160617,81000,5,,,,,,,,
675, M,63,20180707,50000,11,,,,,,,,
676, F,54,20160424,109000,12,,,,,,,,
677, M,45,20180501,55000,6,,,,,,,,
678, F,49,20171226,110000,22,,,,,,,,
679, M,61,20170802,35000,9,,,,,,,,
680, M,46,20171204,46000,7,,,,,,,,
681, M,64,20140726,59000,6,,,,,,,,
682, F,69,20151120,89000,20,,,,,,,,
683, M,69,20150328,64000,7,,,,,,,,
684, M,66,20170701,70000,27,,,,,,,,
685, M,60,20140810,56000,5,,,,,,,,
686, F,40,20171129,51000,4,,,,,,,,
687, M,74,20150922,64000,20,,,,,,,,
688, F,52,20150930,31000,64,,,,,,,,
689, F,62,20150806,55000,4,,,,,,,,
690, F,61,20151010,118000,100,,,,,,,,
691, F,22,20170812,55000,23,,,,,,,,
692, M,62,20170325,35000,12,,,,,,,,
693, M,23,20170831,63000,6,,,,,,,,
694, F,90,20160911,104000,9,,,,,,,,
695, F,72,20151102,41000,4,,,,,,,,
696, F,69,20160307,93000,39,,,,,,,,
697, F,71,20171121,43000,6,,,,,,,,
698, M,32,20180422,38000,6,,,,,,,,
699, M,36,20180310,51000,37,,,,,,,,
700, F,58,20180621,38000,9,,,,,,,,
701, M,75,20151129,103000,8,,,,,,,,
702, F,58,20170929,41000,27,,,,,,,,
703, M,76,20170107,69000,10,,,,,,,,
704, F,49,20131026,73000,7,,,,,,,,
705, F,57,20160103,90000,7,,,,,,,,
706, M,66,20180118,74000,11,,,,,,,,
707, M,33,20180106,54000,13,,,,,,,,
708, M,54,20180523,39000,15,,,,,,,,
709, F,48,20161008,82000,6,,,,,,,,
710, F,66,20170227,62000,17,,,,,,,,
711, F,46,20150221,73000,6,,,,,,,,
712, F,51,20170501,91000,5,,,,,,,,
713, F,67,20150813,58000,16,,,,,,,,
714, F,28,20180120,65000,16,,,,,,,,
715, F,20,20170910,55000,14,,,,,,,,
716, M,74,20170801,34000,5,,,,,,,,
717, M,67,20131019,73000,8,,,,,,,,
718, M,86,20170928,55000,4,,,,,,,,
719, M,58,20170906,83000,73,,,,,,,,
720, M,67,20170804,41000,24,,,,,,,,
721, F,58,20170213,92000,19,,,,,,,,
722, F,54,20170211,82000,9,,,,,,,,
723, F,56,20160624,55000,14,,,,,,,,
724, M,58,20180420,41000,4,,,,,,,,
725, F,56,20180720,91000,10,,,,,,,,
726, M,63,20180526,61000,8,,,,,,,,
727, O,48,20160729,80000,22,,,,,,,,
728, M,50,20180615,59000,19,,,,,,,,
729, M,63,20170804,96000,60,,,,,,,,
730, F,79,20131207,94000,12,,,,,,,,
731, M,47,20180123,92000,10,,,,,,,,
732, M,57,20170611,110000,42,,,,,,,,
733, F,63,20160728,74000,5,,,,,,,,
734, M,79,20180613,64000,8,,,,,,,,
735, M,54,20150811,92000,10,,,,,,,,
736, M,53,20171118,33000,4,,,,,,,,
737, M,53,20171113,96000,16,,,,,,,,
738, F,70,20150914,58000,8,,,,,,,,
739, F,47,20160306,77000,4,,,,,,,,
740, M,42,20160429,60000,6,,,,,,,,
741, M,61,20150829,100000,30,,,,,,,,
742, M,30,20180305,35000,14,,,,,,,,
743, M,59,20170827,108000,6,,,,,,,,
744, M,38,20180615,38000,6,,,,,,,,
745, F,72,20171014,35000,10,,,,,,,,
746, M,69,20150324,36000,9,,,,,,,,
747, M,31,20160926,55000,8,,,,,,,,
748, F,58,20180413,37000,4,,,,,,,,
749, F,74,20180122,61000,10,,,,,,,,
750, M,66,20160321,72000,4,,,,,,,,
751, F,65,20170421,88000,7,,,,,,,,
752, F,56,20160519,83000,12,,,,,,,,
753, M,63,20180424,51000,4,,,,,,,,
754, F,38,20180322,69000,14,,,,,,,,
755, F,70,20171101,78000,13,,,,,,,,
756, F,64,20141203,70000,22,,,,,,,,
757, F,43,20180316,47000,6,,,,,,,,
758, M,47,20161017,69000,34,,,,,,,,
759, M,49,20150906,91000,4,,,,,,,,
760, F,64,20140910,59000,5,,,,,,,,
761, F,50,20150916,67000,9,,,,,,,,
762, O,32,20161223,54000,47,,,,,,,,
763, F,56,20170820,106000,4,,,,,,,,
764, M,53,20160108,69000,4,,,,,,,,
765, M,33,20170916,68000,6,,,,,,,,
766, M,25,20150829,56000,16,,,,,,,,
767, O,59,20170805,73000,32,,,,,,,,
768, F,58,20171220,77000,34,,,,,,,,
769, F,73,20151111,67000,13,,,,,,,,
770, M,45,20170727,52000,5,,,,,,,,
771, F,22,20171030,50000,4,,,,,,,,
772, F,50,20171114,110000,11,,,,,,,,
773, M,57,20170728,33000,10,,,,,,,,
774, M,56,20150823,56000,11,,,,,,,,
775, F,68,20170502,115000,9,,,,,,,,
776, M,36,20180721,67000,4,,,,,,,,
777, M,66,20150317,50000,27,,,,,,,,
778, F,68,20180518,117000,43,,,,,,,,
779, F,84,20180414,68000,7,,,,,,,,
780, F,74,20180617,52000,19,,,,,,,,
781, F,49,20171106,70000,8,,,,,,,,
782, F,30,20151124,69000,5,,,,,,,,
783, F,74,20170814,97000,4,,,,,,,,
784, F,55,20180412,57000,8,,,,,,,,
785, M,19,20170114,65000,11,,,,,,,,
786, M,69,20170817,70000,100,,,,,,,,
787, F,69,20180516,34000,41,,,,,,,,
788, M,54,20160421,39000,4,,,,,,,,
789, M,25,20140711,60000,12,,,,,,,,
790, F,49,20150921,112000,5,,,,,,,,
791, M,55,20171022,41000,15,,,,,,,,
792, M,69,20140601,72000,9,,,,,,,,
793, M,60,20171101,68000,6,,,,,,,,
794, M,40,20161121,91000,6,,,,,,,,
795, F,64,20170604,59000,13,,,,,,,,
796, M,65,20160618,50000,8,,,,,,,,
797, F,91,20170815,37000,19,,,,,,,,
798, M,71,20170502,87000,13,,,,,,,,
799, M,57,20161114,38000,16,,,,,,,,
800, M,51,20150826,93000,22,,,,,,,,
801, M,82,20171012,89000,6,,,,,,,,
802, M,60,20161227,68000,7,,,,,,,,
803, M,68,20171003,71000,8,,,,,,,,
804, M,42,20170609,63000,16,,,,,,,,
805, F,65,20170129,77000,5,,,,,,,,
806, F,42,20171229,53000,14,,,,,,,,
807, M,45,20180506,63000,22,,,,,,,,
808, M,64,20171003,38000,4,,,,,,,,
809, F,53,20170126,32000,22,,,,,,,,
810, F,47,20171024,53000,4,,,,,,,,
811, M,92,20180601,113000,8,,,,,,,,
812, F,42,20160813,48000,48,,,,,,,,
813, M,45,20171013,68000,6,,,,,,,,
814, F,60,20180528,47000,4,,,,,,,,
815, M,32,20151030,34000,4,,,,,,,,
816, M,63,20170701,73000,5,,,,,,,,
817, F,89,20170902,81000,16,,,,,,,,
818, F,54,20170729,91000,70,,,,,,,,
819, F,53,20180117,95000,5,,,,,,,,
820, M,60,20171021,42000,5,,,,,,,,
821, M,21,20161114,74000,4,,,,,,,,
822, M,63,20171005,58000,4,,,,,,,,
823, F,90,20180130,75000,7,,,,,,,,
824, M,47,20161017,82000,22,,,,,,,,
825, M,25,20140531,46000,10,,,,,,,,
826, M,41,20170510,61000,4,,,,,,,,
827, M,22,20160226,31000,8,,,,,,,,
828, F,57,20160201,51000,7,,,,,,,,
829, F,37,20150928,100000,4,,,,,,,,
830, F,65,20140616,79000,7,,,,,,,,
831, M,45,20180408,32000,20,,,,,,,,
832, M,42,20180615,53000,6,,,,,,,,
833, M,19,20170915,69000,12,,,,,,,,
834, M,33,20171109,51000,22,,,,,,,,
835, F,96,20171128,72000,5,,,,,,,,
836, M,46,20180221,42000,14,,,,,,,,
837, O,74,20150910,61000,5,,,,,,,,
838, F,62,20151126,103000,24,,,,,,,,
839, O,55,20170504,76000,27,,,,,,,,
840, F,50,20161215,92000,10,,,,,,,,
841, M,59,20160408,64000,16,,,,,,,,
842, M,73,20171130,106000,13,,,,,,,,
843, F,57,20160524,89000,5,,,,,,,,
844, M,86,20160209,92000,19,,,,,,,,
845, F,74,20171130,72000,23,,,,,,,,
846, F,88,20170325,71000,5,,,,,,,,
847, M,63,20140806,44000,38,,,,,,,,
848, F,49,20160123,44000,44,,,,,,,,
849, F,49,20180428,115000,30,,,,,,,,
850, M,63,20170907,64000,8,,,,,,,,
851, M,25,20150808,73000,7,,,,,,,,
852, F,22,20180109,36000,38,,,,,,,,
853, F,55,20160611,58000,19,,,,,,,,
854, M,67,20171213,44000,84,,,,,,,,
855, F,52,20180215,71000,16,,,,,,,,
856, M,50,20180613,89000,5,,,,,,,,
857, F,42,20160202,56000,47,,,,,,,,
858, M,53,20150913,78000,31,,,,,,,,
859, F,70,20160907,101000,8,,,,,,,,
860, F,57,20151107,111000,20,,,,,,,,
861, M,41,20160121,49000,4,,,,,,,,
862, F,62,20161101,67000,8,,,,,,,,
863, M,63,20180416,90000,11,,,,,,,,
864, M,53,20170423,40000,30,,,,,,,,
865, M,60,20180529,57000,4,,,,,,,,
866, F,90,20180531,71000,23,,,,,,,,
867, M,52,20151031,50000,6,,,,,,,,
868, M,28,20171003,35000,86,,,,,,,,
869, F,68,20180622,76000,5,,,,,,,,
870, F,43,20170928,63000,45,,,,,,,,
871, F,20,20140306,47000,8,,,,,,,,
872, M,52,20160926,104000,5,,,,,,,,
873, F,73,20180626,75000,9,,,,,,,,
874, M,36,20180316,52000,14,,,,,,,,
875, M,28,20131029,51000,5,,,,,,,,
876, F,69,20161026,84000,5,,,,,,,,
877, F,33,20170901,56000,13,,,,,,,,
878, F,39,20170818,35000,7,,,,,,,,
879, F,51,20170310,84000,57,,,,,,,,
880, M,79,20160103,50000,50,,,,,,,,
881, M,40,20161105,44000,18,,,,,,,,
882, F,59,20150817,109000,5,,,,,,,,
883, M,54,20170816,75000,13,,,,,,,,
884, M,32,20180124,48000,4,,,,,,,,
885, M,37,20171109,57000,22,,,,,,,,
886, F,49,20180110,79000,23,,,,,,,,
887, M,66,20171214,69000,9,,,,,,,,
888, M,67,20180226,35000,16,,,,,,,,
889, M,47,20171126,38000,6,,,,,,,,
890, M,57,20180405,41000,21,,,,,,,,
891, M,31,20180722,45000,16,,,,,,,,
892, M,55,20180120,52000,13,,,,,,,,
893, M,81,20180613,74000,29,,,,,,,,
894, M,43,20180324,51000,67,,,,,,,,
895, F,76,20140717,85000,6,,,,,,,,
896, F,64,20161224,83000,27,,,,,,,,
897, F,61,20170813,80000,5,,,,,,,,
898, F,44,20180413,41000,53,,,,,,,,
899, F,72,20170731,39000,11,,,,,,,,
900, M,53,20180501,61000,8,,,,,,,,
901, M,50,20150806,62000,5,,,,,,,,
902, F,50,20170101,98000,4,,,,,,,,
903, F,81,20180307,57000,8,,,,,,,,
904, F,44,20171106,36000,9,,,,,,,,
905, O,81,20180324,57000,5,,,,,,,,
906, F,49,20171227,54000,5,,,,,,,,
907, F,61,20161106,108000,24,,,,,,,,
908, F,38,20170726,72000,6,,,,,,,,
909, M,58,20170913,77000,4,,,,,,,,
910, M,77,20150101,58000,13,,,,,,,,
911, F,63,20171126,31000,40,,,,,,,,
912, F,64,20160807,102000,8,,,,,,,,
913, F,33,20151106,43000,28,,,,,,,,
914, M,39,20180521,64000,34,,,,,,,,
915, M,61,20131205,34000,10,,,,,,,,
916, F,63,20160410,96000,7,,,,,,,,
917, M,63,20171223,34000,26,,,,,,,,
918, M,28,20171003,67000,5,,,,,,,,
919, M,46,20171009,32000,11,,,,,,,,
920, F,20,20171226,59000,5,,,,,,,,
921, M,70,20170630,98000,13,,,,,,,,
922, F,83,20170615,34000,4,,,,,,,,
923, F,20,20161224,62000,13,,,,,,,,
924, F,73,20171204,89000,15,,,,,,,,
925, M,29,20171015,67000,4,,,,,,,,
926, F,24,20180321,53000,8,,,,,,,,
927, M,98,20180410,52000,5,,,,,,,,
928, F,28,20170908,68000,9,,,,,,,,
929, M,43,20180521,88000,4,,,,,,,,
930, M,60,20170731,51000,5,,,,,,,,
931, F,59,20171215,72000,4,,,,,,,,
932, F,81,20130802,62000,32,,,,,,,,
933, F,65,20170805,51000,33,,,,,,,,
934, M,76,20150912,99000,6,,,,,,,,
935, M,66,20171115,74000,19,,,,,,,,
936, M,62,20150907,76000,7,,,,,,,,
937, M,41,20170529,41000,11,,,,,,,,
938, F,33,20170920,41000,15,,,,,,,,
939, F,52,20160116,89000,7,,,,,,,,
940, F,38,20171008,50000,8,,,,,,,,
941, M,57,20160613,83000,10,,,,,,,,
942, M,60,20130802,93000,10,,,,,,,,
943, M,41,20171116,71000,4,,,,,,,,
944, F,47,20151012,59000,4,,,,,,,,
945, M,53,20180325,91000,10,,,,,,,,
946, M,19,20170507,67000,19,,,,,,,,
947, F,55,20160128,47000,40,,,,,,,,
948, F,39,20160713,90000,10,,,,,,,,
949, M,50,20171126,42000,9,,,,,,,,
950, M,42,20170916,48000,16,,,,,,,,
951, M,56,20180322,32000,4,,,,,,,,
952, M,59,20151014,86000,4,,,,,,,,
953, M,60,20180527,92000,10,,,,,,,,
954, F,58,20160906,77000,12,,,,,,,,
955, F,64,20171012,33000,6,,,,,,,,
956, M,56,20150720,49000,12,,,,,,,,
957, M,77,20131123,73000,33,,,,,,,,
958, M,58,20170423,39000,38,,,,,,,,
959, F,69,20161115,74000,10,,,,,,,,
960, M,62,20161129,92000,20,,,,,,,,
961, M,79,20170308,71000,50,,,,,,,,
962, F,53,20170818,31000,28,,,,,,,,
963, M,64,20160419,60000,49,,,,,,,,
964, F,49,20170610,52000,100,,,,,,,,
965, M,22,20171114,54000,6,,,,,,,,
966, M,79,20161117,42000,16,,,,,,,,
967, F,38,20170809,60000,5,,,,,,,,
968, F,64,20180607,88000,59,,,,,,,,
969, F,81,20160417,71000,12,,,,,,,,
970, F,47,20131111,40000,7,,,,,,,,
971, M,20,20171120,40000,25,,,,,,,,
972, F,83,20170305,69000,23,,,,,,,,
973, M,56,20140407,57000,26,,,,,,,,
974, M,37,20141207,46000,7,,,,,,,,
975, F,44,20180610,71000,32,,,,,,,,
976, F,22,20170828,51000,5,,,,,,,,
977, M,51,20170810,53000,14,,,,,,,,
978, M,42,20180519,33000,15,,,,,,,,
979, M,48,20180629,39000,15,,,,,,,,
980, M,78,20180121,44000,47,,,,,,,,
981, M,67,20151224,69000,7,,,,,,,,
982, M,33,20180530,54000,14,,,,,,,,
983, F,83,20170807,58000,7,,,,,,,,
984, M,74,20180715,61000,51,,,,,,,,
985, M,34,20140618,72000,10,,,,,,,,
986, F,57,20150810,72000,21,,,,,,,,
987, F,29,20140529,39000,8,,,,,,,,
988, M,68,20180309,52000,4,,,,,,,,
989, F,21,20161101,31000,4,,,,,,,,
990, M,20,20180308,33000,10,,,,,,,,
991, F,62,20171108,74000,6,,,,,,,,
992, M,31,20170915,60000,22,,,,,,,,
993, M,46,20171117,75000,14,,,,,,,,
994, F,70,20161031,67000,11,,,,,,,,
995, F,54,20160525,53000,36,,,,,,,,
996, M,53,20170603,83000,5,,,,,,,,
997, F,67,20180613,102000,18,,,,,,,,
998, M,30,20180621,53000,27,,,,,,,,
999, F,76,20170721,109000,39,,,,,,,,
1000, F,57,20161004,89000,8,,,,,,,,
1001, M,36,20150305,37000,6,,,,,,,,
1002, M,42,20180107,50000,19,,,,,,,,
1003, M,54,20160331,95000,9,,,,,,,,
1004, M,19,20150115,34000,56,,,,,,,,
1005, F,100,20170905,118000,11,,,,,,,,
1006, F,59,20160211,111000,5,,,,,,,,
1007, M,72,20180609,53000,9,,,,,,,,
1008, F,38,20170806,63000,7,,,,,,,,
1009, F,20,20171205,39000,20,,,,,,,,
1010, M,42,20160729,78000,5,,,,,,,,
1011, M,51,20171123,66000,8,,,,,,,,
1012, M,70,20170731,35000,9,,,,,,,,
1013, M,38,20151213,56000,20,,,,,,,,
1014, M,85,20170727,95000,7,,,,,,,,
1015, M,53,20151116,92000,12,,,,,,,,
1016, M,51,20150330,61000,6,,,,,,,,
1017, M,26,20170822,63000,6,,,,,,,,
1018, M,40,20180706,70000,87,,,,,,,,
1019, M,75,20131215,50000,10,,,,,,,,
1020, M,40,20131229,99000,5,,,,,,,,
1021, F,81,20150810,33000,33,,,,,,,,
1022, M,78,20170921,42000,79,,,,,,,,
1023, M,53,20160704,100000,16,,,,,,,,
1024, M,49,20160101,79000,100,,,,,,,,
1025, M,58,20170929,31000,8,,,,,,,,
1026, M,59,20170827,73000,6,,,,,,,,
1027, F,58,20171023,95000,48,,,,,,,,
1028, F,36,20160829,77000,4,,,,,,,,
1029, M,66,20180716,56000,27,,,,,,,,
1030, M,71,20170117,84000,4,,,,,,,,
1031, M,83,20170301,52000,10,,,,,,,,
1032, M,52,20130730,65000,4,,,,,,,,
1033, F,61,20171103,109000,5,,,,,,,,
1034, M,49,20140802,74000,7,,,,,,,,
1035, F,70,20160704,87000,28,,,,,,,,
1036, F,53,20171210,104000,32,,,,,,,,
1037, F,59,20160813,73000,8,,,,,,,,
1038, F,21,20170125,63000,15,,,,,,,,
1039, F,53,20170528,87000,7,,,,,,,,
1040, M,32,20160726,45000,9,,,,,,,,
1041, F,63,20180120,51000,16,,,,,,,,
1042, F,75,20151117,72000,8,,,,,,,,
1043, M,56,20180412,52000,10,,,,,,,,
1044, M,49,20150809,45000,27,,,,,,,,
1045, M,42,20150625,93000,4,,,,,,,,
1046, M,55,20170212,71000,4,,,,,,,,
1047, M,44,20151104,55000,13,,,,,,,,
1048, M,70,20151210,60000,4,,,,,,,,
1049, M,62,20180403,31000,18,,,,,,,,
1050, M,96,20160412,82000,27,,,,,,,,
1051, M,65,20170910,116000,13,,,,,,,,
1052, F,51,20161129,85000,21,,,,,,,,
1053, F,44,20171006,63000,5,,,,,,,,
1054, F,39,20151225,31000,6,,,,,,,,
1055, F,40,20160628,41000,16,,,,,,,,
1056, F,33,20180723,64000,17,,,,,,,,
1057, F,76,20160604,64000,4,,,,,,,,
1058, M,26,20180622,62000,44,,,,,,,,
1059, M,65,20160323,31000,36,,,,,,,,
1060, F,64,20160326,86000,11,,,,,,,,
1061, M,75,20180201,36000,4,,,,,,,,
1062, F,75,20180205,99000,13,,,,,,,,
1063, F,58,20171029,81000,4,,,,,,,,
1064, M,25,20170811,50000,8,,,,,,,,
1065, M,19,20170902,46000,6,,,,,,,,
1066, F,26,20180524,69000,55,,,,,,,,
1067, M,58,20160525,75000,19,,,,,,,,
1068, F,69,20141208,67000,4,,,,,,,,
1069, M,58,20180102,93000,7,,,,,,,,
1070, M,48,20160206,52000,5,,,,,,,,
1071, F,26,20180210,55000,9,,,,,,,,
1072, F,35,20170224,58000,16,,,,,,,,
1073, M,63,20150530,46000,6,,,,,,,,
1074, F,24,20170417,75000,4,,,,,,,,
1075, F,48,20171116,71000,84,,,,,,,,
1076, M,55,20160607,79000,8,,,,,,,,
1077, M,58,20160601,44000,13,,,,,,,,
1078, F,75,20171121,75000,9,,,,,,,,
1079, F,55,20151030,89000,9,,,,,,,,
1080, M,84,20170307,53000,13,,,,,,,,
1081, F,79,20170122,102000,8,,,,,,,,
1082, M,66,20161212,96000,9,,,,,,,,
1083, F,67,20171209,61000,21,,,,,,,,
1084, F,69,20160610,73000,34,,,,,,,,
1085, M,66,20151212,62000,4,,,,,,,,
1086, F,72,20160311,116000,6,,,,,,,,
1087, F,69,20170928,53000,5,,,,,,,,
1088, M,60,20171214,41000,16,,,,,,,,
1089, M,84,20171007,72000,16,,,,,,,,
1090, F,53,20171116,68000,5,,,,,,,,
1091, F,81,20151109,111000,6,,,,,,,,
1092, M,53,20141217,62000,9,,,,,,,,
1093, M,64,20171207,56000,9,,,,,,,,
1094, M,70,20180304,52000,6,,,,,,,,
1095, F,52,20151226,60000,32,,,,,,,,
1096, M,18,20180421,46000,20,,,,,,,,
1097, F,54,20170227,37000,4,,,,,,,,
1098, F,56,20151010,40000,4,,,,,,,,
1099, F,68,20170208,88000,9,,,,,,,,
1100, M,30,20180621,55000,8,,,,,,,,
1101, M,59,20171021,32000,24,,,,,,,,
1102, M,50,20180308,33000,10,,,,,,,,
1103, M,30,20131013,41000,8,,,,,,,,
1104, M,76,20180513,43000,8,,,,,,,,
1105, M,34,20180411,39000,8,,,,,,,,
1106, M,74,20161005,75000,9,,,,,,,,
1107, M,56,20160402,77000,33,,,,,,,,
1108, F,87,20160210,58000,10,,,,,,,,
1109, M,80,20180113,60000,39,,,,,,,,
1110, M,64,20160320,53000,5,,,,,,,,
1111, M,22,20180103,66000,13,,,,,,,,
1112, F,49,20180114,102000,12,,,,,,,,
1113, M,66,20180429,35000,5,,,,,,,,
1114, M,70,20160819,70000,4,,,,,,,,
1115, M,52,20160422,83000,13,,,,,,,,
1116, M,60,20170803,54000,16,,,,,,,,
1117, M,65,20151226,52000,6,,,,,,,,
1118, M,43,20160225,59000,10,,,,,,,,
1119, M,24,20180103,40000,6,,,,,,,,
1120, M,65,20180310,42000,75,,,,,,,,
1121, M,25,20141110,35000,5,,,,,,,,
1122, M,76,20151114,56000,21,,,,,,,,
1123, M,73,20180213,73000,8,,,,,,,,
1124, F,62,20160613,107000,11,,,,,,,,
1125, M,48,20171206,39000,6,,,,,,,,
1126, M,20,20180427,75000,11,,,,,,,,
1127, F,60,20171206,77000,7,,,,,,,,
1128, M,66,20180122,58000,9,,,,,,,,
1129, M,48,20170502,57000,4,,,,,,,,
1130, M,80,20131104,39000,50,,,,,,,,
1131, F,46,20171110,45000,8,,,,,,,,
1132, F,61,20180319,98000,13,,,,,,,,
1133, F,70,20171217,71000,7,,,,,,,,
1134, F,63,20160121,100000,11,,,,,,,,
1135, F,30,20170801,63000,5,,,,,,,,
1136, M,61,20171207,71000,26,,,,,,,,
1137, M,55,20170911,74000,16,,,,,,,,
1138, F,53,20160311,99000,60,,,,,,,,
1139, M,50,20171121,31000,30,,,,,,,,
1140, M,68,20160501,81000,12,,,,,,,,
1141, F,19,20150720,67000,31,,,,,,,,
1142, F,44,20170430,61000,39,,,,,,,,
1143, M,65,20170408,35000,4,,,,,,,,
1144, M,72,20160223,95000,4,,,,,,,,
1145, M,58,20150811,47000,4,,,,,,,,
1146, M,66,20161017,70000,4,,,,,,,,
1147, F,67,20150729,110000,16,,,,,,,,
1148, M,72,20170510,56000,5,,,,,,,,
1149, M,58,20151221,31000,5,,,,,,,,
1150, F,63,20170725,56000,48,,,,,,,,
1151, M,74,20171213,52000,6,,,,,,,,
1152, M,50,20160423,86000,5,,,,,,,,
1153, M,35,20180505,73000,7,,,,,,,,
1154, F,51,20180116,76000,4,,,,,,,,
1155, M,48,20180604,57000,19,,,,,,,,
1156, M,62,20140312,68000,17,,,,,,,,
1157, F,71,20171130,108000,16,,,,,,,,
1158, M,42,20140702,57000,10,,,,,,,,
1159, F,78,20171128,89000,6,,,,,,,,
1160, F,81,20170424,119000,6,,,,,,,,
1161, F,64,20170729,71000,10,,,,,,,,
1162, M,43,20170518,56000,23,,,,,,,,
1163, F,48,20150813,93000,12,,,,,,,,
1164, O,35,20171115,54000,79,,,,,,,,
1165, M,40,20160911,79000,24,,,,,,,,
1166, F,54,20171221,73000,10,,,,,,,,
1167, M,53,20171210,115000,6,,,,,,,,
1168, M,63,20130921,47000,4,,,,,,,,
1169, F,64,20160812,68000,14,,,,,,,,
1170, O,56,20180501,33000,17,,,,,,,,
1171, M,71,20151011,73000,36,,,,,,,,
1172, M,78,20160119,77000,4,,,,,,,,
1173, M,43,20150109,32000,56,,,,,,,,
1174, F,35,20130810,52000,4,,,,,,,,
1175, M,67,20161217,82000,6,,,,,,,,
1176, F,86,20150901,93000,12,,,,,,,,
1177, F,53,20160215,114000,52,,,,,,,,
1178, F,45,20170830,33000,12,,,,,,,,
1179, M,49,20171108,40000,11,,,,,,,,
1180, M,37,20171029,66000,12,,,,,,,,
1181, F,81,20150729,88000,11,,,,,,,,
1182, F,33,20170923,41000,4,,,,,,,,
1183, F,48,20170907,74000,5,,,,,,,,
1184, F,54,20171216,92000,9,,,,,,,,
1185, F,88,20171020,55000,11,,,,,,,,
1186, F,22,20160426,65000,18,,,,,,,,
1187, F,62,20160502,98000,4,,,,,,,,
1188, M,41,20160203,60000,11,,,,,,,,
1189, F,60,20151227,53000,8,,,,,,,,
1190, M,75,20160920,64000,4,,,,,,,,
1191, F,51,20180628,100000,48,,,,,,,,
1192, F,60,20180106,32000,4,,,,,,,,
1193, M,80,20150926,70000,4,,,,,,,,
1194, M,19,20180501,59000,5,,,,,,,,
1195, M,53,20140908,34000,5,,,,,,,,
1196, M,41,20170919,53000,23,,,,,,,,
1197, F,55,20161015,52000,78,,,,,,,,
1198, M,66,20171013,86000,7,,,,,,,,
1199, F,42,20170821,59000,44,,,,,,,,
1200, M,77,20180428,61000,5,,,,,,,,
1201, M,59,20180318,63000,7,,,,,,,,
1202, F,77,20160113,87000,62,,,,,,,,
